Resultseientific,Resultseientific,TX_ID
2028969.000000,2.0290 x 10^6,1516
557061.000000,5.5706 x 10^5,1523
842.000000,8.4200 x 10^2,1525
469.000000,4.6900 x 10^2,1530
0.013200,1.3200 x 10^-2,1527
136.000000,1.3600 x 10^2,1245
0.000000,0.0000 x 10^0,1538
1205386.000000,1.2054 x 10^6,1531
0.000000,0.0000 x 10^0,1517
85.000000,8.5000 x 10^1,1542
2177.000000,2.1770 x 10^3,1547
-1849.000000,-1.8490 x 10^3,1537
-5915.000000,-5.9150 x 10^3,1532
0.000000,0.0000 x 10^0,1529
-3816.000000,-3.8160 x 10^3,1518
0.000000,0.0000 x 10^0,1546
0.000000,0.0000 x 10^0,1539
0.022200,2.2200 x 10^-2,1250
0.000000,0.0000 x 10^0,1535
0.041800,4.1800 x 10^-2,1549
-2354.000000,-2.3540 x 10^3,1562
6334.000000,6.3340 x 10^3,1555
821.000000,8.2100 x 10^2,1548
5927109.000000,5.9271 x 10^6,1165
848.000000,8.4800 x 10^2,1234
-6261.000000,-6.2610 x 10^3,1553
0.000000,0.0000 x 10^0,1540
0.000000,0.0000 x 10^0,1534
0.070200,7.0200 x 10^-2,1528
0.000000,0.0000 x 10^0,1536
-2706.000000,-2.7060 x 10^3,1116
353.000000,3.5300 x 10^2,1541
220337.000000,2.2034 x 10^5,1556
-5044.000000,-5.0440 x 10^3,1551
4354350.000000,4.3544 x 10^6,1558
224508.000000,2.2451 x 10^5,1545
-2337.000000,-2.3370 x 10^3,1559
249.000000,2.4900 x 10^2,1544
822316.000000,8.2232 x 10^5,1554
502.000000,5.0200 x 10^2,1543
-1123.000000,-1.1230 x 10^3,1552
833085.000000,8.3309 x 10^5,1550
308.000000,3.0800 x 10^2,1560
1787242.000000,1.7872 x 10^6,1557
8255.000000,8.2550 x 10^3,1561
0.000000,0.0000 x 10^0,1224
192.000000,1.9200 x 10^2,3137
0.088000,8.8000 x 10^-2,3078
12.000000,1.2000 x 10^1,3108
0.000000,0.0000 x 10^0,1251
0.071500,7.1500 x 10^-2,1271
0.199900,1.9990 x 10^-1,1130
0.000000,0.0000 x 10^0,1227
1495.000000,1.4950 x 10^3,1614
0.035300,3.5300 x 10^-2,1567
-7583.000000,-7.5830 x 10^3,1563
0.402100,4.0210 x 10^-1,1568
0.000000,0.0000 x 10^0,1270
0.104800,1.0480 x 10^-1,1565
0.000000,0.0000 x 10^0,905
-148.000000,-1.4800 x 10^2,3072
0.000000,0.0000 x 10^0,1274
681.000000,6.8100 x 10^2,1620
2383950.000000,2.3840 x 10^6,3059
0.000000,0.0000 x 10^0,3152
2249.000000,2.2490 x 10^3,3119
4951.000000,4.9510 x 10^3,3087
-6642.000000,-6.6420 x 10^3,1618
8827.000000,8.8270 x 10^3,3168
0.429100,4.2910 x 10^-1,1630
-7240.000000,-7.2400 x 10^3,3064
0.086700,8.6700 x 10^-2,3124
0.016900,1.6900 x 10^-2,1450
-9038.000000,-9.0380 x 10^3,3077
0.000000,0.0000 x 10^0,1139
-3044.000000,-3.0440 x 10^3,3066
1135552.000000,1.1356 x 10^6,1623
9243.000000,9.2430 x 10^3,3127
0.073300,7.3300 x 10^-2,1622
1479000.000000,1.4790 x 10^6,1131
0.000000,0.0000 x 10^0,1625
0.000000,0.0000 x 10^0,1626
0.004300,4.3000 x 10^-3,1590
0.025500,2.5500 x 10^-2,1571
3175.000000,3.1750 x 10^3,3111
-5919.000000,-5.9190 x 10^3,1575
0.044600,4.4600 x 10^-2,3110
-6213.000000,-6.2130 x 10^3,1577
2036.000000,2.0360 x 10^3,1150
0.000000,0.0000 x 10^0,1168
-6806.000000,-6.8060 x 10^3,1055
0.063000,6.3000 x 10^-2,1632
9670.000000,9.6700 x 10^3,1007
709.000000,7.0900 x 10^2,1600
0.000000,0.0000 x 10^0,1581
0.000000,0.0000 x 10^0,1605
-367.000000,-3.6700 x 10^2,1608
214.000000,2.1400 x 10^2,1578
3375999.000000,3.3760 x 10^6,1580
56.000000,5.6000 x 10^1,1579
-9061.000000,-9.0610 x 10^3,1609
0.000000,0.0000 x 10^0,1122
737.000000,7.3700 x 10^2,1280
565.000000,5.6500 x 10^2,1634
0.000000,0.0000 x 10^0,1583
0.000000,0.0000 x 10^0,1269
3342495.000000,3.3425 x 10^6,1071
3619.000000,3.6190 x 10^3,1584
-598.000000,-5.9800 x 10^2,1586
-3274.000000,-3.2740 x 10^3,3068
-7918.000000,-7.9180 x 10^3,1598
0.125500,1.2550 x 10^-1,1593
146.000000,1.4600 x 10^2,904
0.000000,0.0000 x 10^0,1713
9283707.000000,9.2837 x 10^6,1123
0.087300,8.7300 x 10^-2,1635
148.000000,1.4800 x 10^2,1112
-3362.000000,-3.3620 x 10^3,1597
0.000000,0.0000 x 10^0,1340
769.000000,7.6900 x 10^2,1070
8364.000000,8.3640 x 10^3,1684
939.000000,9.3900 x 10^2,1638
0.048200,4.8200 x 10^-2,1685
822.000000,8.2200 x 10^2,1651
0.179600,1.7960 x 10^-1,3129
0.000000,0.0000 x 10^0,1663
1754.000000,1.7540 x 10^3,1662
14.000000,1.4000 x 10^1,1657
-7027.000000,-7.0270 x 10^3,1114
1515768.000000,1.5158 x 10^6,1461
100.000000,1.0000 x 10^2,1664
387.000000,3.8700 x 10^2,1668
3459135.000000,3.4591 x 10^6,1104
-235.000000,-2.3500 x 10^2,1209
-1116.000000,-1.1160 x 10^3,1691
0.095200,9.5200 x 10^-2,1669
0.125400,1.2540 x 10^-1,1693
1345438.000000,1.3454 x 10^6,1127
37206.000000,3.7206 x 10^4,1267
-9357.000000,-9.3570 x 10^3,674
-726.000000,-7.2600 x 10^2,1457
3924.000000,3.9240 x 10^3,1696
-9208.000000,-9.2080 x 10^3,572
5483.000000,5.4830 x 10^3,1695
0.042000,4.2000 x 10^-2,1397
7801.000000,7.8010 x 10^3,602
829.000000,8.2900 x 10^2,1233
460.000000,4.6000 x 10^2,1254
-1504.000000,-1.5040 x 10^3,1673
0.306600,3.0660 x 10^-1,1699
0.147600,1.4760 x 10^-1,1672
-544.000000,-5.4400 x 10^2,1697
2134656.000000,2.1347 x 10^6,1703
0.273200,2.7320 x 10^-1,1705
0.000000,0.0000 x 10^0,1711
601.000000,6.0100 x 10^2,900
867.000000,8.6700 x 10^2,894
1.000000,1.0000 x 10^0,1451
57.000000,5.7000 x 10^1,1780
634.000000,6.3400 x 10^2,1779
905.000000,9.0500 x 10^2,1704
416.000000,4.1600 x 10^2,751
-8312.000000,-8.3120 x 10^3,1778
0.000000,0.0000 x 10^0,1774
0.000000,0.0000 x 10^0,1702
0.014900,1.4900 x 10^-2,1710
0.103700,1.0370 x 10^-1,1149
0.000000,0.0000 x 10^0,1782
-4692.000000,-4.6920 x 10^3,1134
1168497.000000,1.1685 x 10^6,1715
77071.000000,7.7071 x 10^4,1800
3455.000000,3.4550 x 10^3,1485
0.090200,9.0200 x 10^-2,1824
1288176.000000,1.2882 x 10^6,816
1973305.000000,1.9733 x 10^6,616
430.000000,4.3000 x 10^2,3470
-4582.000000,-4.5820 x 10^3,1783
120.000000,1.2000 x 10^2,1717
5576883.000000,5.5769 x 10^6,1827
935.000000,9.3500 x 10^2,1744
6995.000000,6.9950 x 10^3,1787
0.175100,1.7510 x 10^-1,1745
0.051100,5.1100 x 10^-2,3395
5029.000000,5.0290 x 10^3,1089
2701245.000000,2.7012 x 10^6,163
0.000000,0.0000 x 10^0,1491
3898.000000,3.8980 x 10^3,1364
521.000000,5.2100 x 10^2,3212
0.000000,0.0000 x 10^0,355
0.049700,4.9700 x 10^-2,1790
-5074.000000,-5.0740 x 10^3,1788
0.120700,1.2070 x 10^-1,1807
-7574.000000,-7.5740 x 10^3,1806
9824.000000,9.8240 x 10^3,1747
266.000000,2.6600 x 10^2,1789
-1233.000000,-1.2330 x 10^3,1092
3076194.000000,3.0762 x 10^6,1328
0.044700,4.4700 x 10^-2,1809
1938000.000000,1.9380 x 10^6,1816
0.000000,0.0000 x 10^0,1750
0.116500,1.1650 x 10^-1,1203
0.000000,0.0000 x 10^0,2641
0.126700,1.2670 x 10^-1,1793
0.000000,0.0000 x 10^0,3443
959.000000,9.5900 x 10^2,1380
0.079900,7.9900 x 10^-2,1459
720.000000,7.2000 x 10^2,1295
3149.000000,3.1490 x 10^3,1294
656.000000,6.5600 x 10^2,1322
-9643.000000,-9.6430 x 10^3,1794
138.000000,1.3800 x 10^2,1811
9168.000000,9.1680 x 10^3,2702
0.017300,1.7300 x 10^-2,1795
0.006700,6.7000 x 10^-3,1755
34476.000000,3.4476 x 10^4,1797
0.026700,2.6700 x 10^-2,1813
3343264.000000,3.3433 x 10^6,1814
2261.000000,2.2610 x 10^3,1828
0.033800,3.3800 x 10^-2,1799
0.000000,0.0000 x 10^0,1829
-2071.000000,-2.0710 x 10^3,1205
0.000000,0.0000 x 10^0,1764
0.231200,2.3120 x 10^-1,1798
-3485.000000,-3.4850 x 10^3,1846
290.000000,2.9000 x 10^2,1817
2817.000000,2.8170 x 10^3,1830
0.649100,6.4910 x 10^-1,1164
0.000000,0.0000 x 10^0,1845
0.020700,2.0700 x 10^-2,1475
2363.000000,2.3630 x 10^3,1489
285.000000,2.8500 x 10^2,1374
0.000000,0.0000 x 10^0,1756
1.000000,1.0000 x 10^0,1831
2051.000000,2.0510 x 10^3,1818
490510.000000,4.9051 x 10^5,1765
1735180.000000,1.7352 x 10^6,2414
0.000000,0.0000 x 10^0,1767
0.000000,0.0000 x 10^0,1757
84.000000,8.4000 x 10^1,1819
83.000000,8.3000 x 10^1,1402
294.000000,2.9400 x 10^2,1759
423.000000,4.2300 x 10^2,1840
-2413.000000,-2.4130 x 10^3,1769
309.000000,3.0900 x 10^2,1768
581.000000,5.8100 x 10^2,1833
1255.000000,1.2550 x 10^3,1847
0.000000,0.0000 x 10^0,1848
4245202.000000,4.2452 x 10^6,1834
4775418.000000,4.7754 x 10^6,1842
0.000000,0.0000 x 10^0,570
0.000000,0.0000 x 10^0,507
0.099400,9.9400 x 10^-2,1841
-7282.000000,-7.2820 x 10^3,1771
0.132600,1.3260 x 10^-1,1760
2430652.000000,2.4307 x 10^6,1836
708.000000,7.0800 x 10^2,1772
21.000000,2.1000 x 10^1,1938
3026565.000000,3.0266 x 10^6,1761
5447288.000000,5.4473 x 10^6,1864
9206892.000000,9.2069 x 10^6,1849
0.224600,2.2460 x 10^-1,1835
10020.000000,1.0020 x 10^4,1837
792.000000,7.9200 x 10^2,1838
0.053200,5.3200 x 10^-2,1843
-3806.000000,-3.8060 x 10^3,1850
0.000000,0.0000 x 10^0,1851
0.159600,1.5960 x 10^-1,1985
0.019900,1.9900 x 10^-2,1854
0.581200,5.8120 x 10^-1,1191
690.000000,6.9000 x 10^2,1865
1924981.000000,1.9250 x 10^6,1939
0.000000,0.0000 x 10^0,1852
37.000000,3.7000 x 10^1,1856
2623506.000000,2.6235 x 10^6,1762
731.000000,7.3100 x 10^2,1844
1174411.000000,1.1744 x 10^6,1855
2930485.000000,2.9305 x 10^6,1866
0.000000,0.0000 x 10^0,1868
3265.000000,3.2650 x 10^3,1721
0.022100,2.2100 x 10^-2,1857
4994424.000000,4.9944 x 10^6,1611
0.094900,9.4900 x 10^-2,1720
1.000000,1.0000 x 10^0,1723
37.000000,3.7000 x 10^1,1858
0.217100,2.1710 x 10^-1,1722
173.000000,1.7300 x 10^2,1867
0.121700,1.2170 x 10^-1,1859
115.000000,1.1500 x 10^2,1860
-1727.000000,-1.7270 x 10^3,1763
1707875.000000,1.7079 x 10^6,1420
94521.000000,9.4521 x 10^4,1371
445.000000,4.4500 x 10^2,1570
0.000000,0.0000 x 10^0,1724
217.000000,2.1700 x 10^2,1320
0.144600,1.4460 x 10^-1,1863
0.000000,0.0000 x 10^0,1861
2987.000000,2.9870 x 10^3,1971
-3449.000000,-3.4490 x 10^3,1627
6415.000000,6.4150 x 10^3,1418
8205.000000,8.2050 x 10^3,1940
0.481800,4.8180 x 10^-1,1726
436.000000,4.3600 x 10^2,1725
0.000000,0.0000 x 10^0,1727
2185.000000,2.1850 x 10^3,1941
0.000000,0.0000 x 10^0,1943
0.068000,6.8000 x 10^-2,1869
1.000000,1.0000 x 10^0,1945
0.000000,0.0000 x 10^0,1612
1984.000000,1.9840 x 10^3,1628
4728570.000000,4.7286 x 10^6,1621
2271.000000,2.2710 x 10^3,1944
5621770.000000,5.6218 x 10^6,1637
242094.000000,2.4209 x 10^5,1973
0.000000,0.0000 x 10^0,1728
0.000000,0.0000 x 10^0,1948
0.112800,1.1280 x 10^-1,1942
3444408.000000,3.4444 x 10^6,1972
0.059200,5.9200 x 10^-2,1619
1512560.000000,1.5126 x 10^6,1949
6907823.000000,6.9078 x 10^6,1729
5642.000000,5.6420 x 10^3,1633
0.000000,0.0000 x 10^0,1636
0.508500,5.0850 x 10^-1,1950
1454255.000000,1.4543 x 10^6,1730
927.000000,9.2700 x 10^2,1734
0.000000,0.0000 x 10^0,1974
645.000000,6.4500 x 10^2,1735
829.000000,8.2900 x 10^2,1732
0.218800,2.1880 x 10^-1,1947
1.000000,1.0000 x 10^0,1946
0.000000,0.0000 x 10^0,1952
4794543.000000,4.7945 x 10^6,1951
-966.000000,-9.6600 x 10^2,1954
4765.000000,4.7650 x 10^3,1569
5819376.000000,5.8194 x 10^6,1731
3476728.000000,3.4767 x 10^6,1616
0.000000,0.0000 x 10^0,1564
2336850.000000,2.3369 x 10^6,1870
0.047500,4.7500 x 10^-2,1615
0.000000,0.0000 x 10^0,1617
938.000000,9.3800 x 10^2,1736
-4558.000000,-4.5580 x 10^3,1733
1743700.000000,1.7437 x 10^6,1955
0.120600,1.2060 x 10^-1,2060
41.000000,4.1000 x 10^1,1986
0.141500,1.4150 x 10^-1,1953
6504510.000000,6.5045 x 10^6,518
0.490400,4.9040 x 10^-1,1956
1246050.000000,1.2461 x 10^6,505
0.040600,4.0600 x 10^-2,517
680134.000000,6.8013 x 10^5,1105
2335.000000,2.3350 x 10^3,1589
0.321600,3.2160 x 10^-1,1629
563.000000,5.6300 x 10^2,1610
8816.000000,8.8160 x 10^3,1988
0.103800,1.0380 x 10^-1,1957
6438.000000,6.4380 x 10^3,1738
3080.000000,3.0800 x 10^3,1654
1.000000,1.0000 x 10^0,1987
10072.000000,1.0072 x 10^4,1347
3121.000000,3.1210 x 10^3,1646
0.066200,6.6200 x 10^-2,1607
4306.000000,4.3060 x 10^3,1631
9203.000000,9.2030 x 10^3,1991
652.000000,6.5200 x 10^2,1742
2408.000000,2.4080 x 10^3,1739
5518.000000,5.5180 x 10^3,1975
6960.000000,6.9600 x 10^3,1872
5652.000000,5.6520 x 10^3,1960
0.000000,0.0000 x 10^0,1977
-6023.000000,-6.0230 x 10^3,1873
213.000000,2.1300 x 10^2,1992
516.000000,5.1600 x 10^2,1993
0.104800,1.0480 x 10^-1,1962
-7253.000000,-7.2530 x 10^3,1963
0.000000,0.0000 x 10^0,1670
53.000000,5.3000 x 10^1,3155
1170380.000000,1.1704 x 10^6,1661
0.111500,1.1150 x 10^-1,1624
1.000000,1.0000 x 10^0,1587
-8285.000000,-8.2850 x 10^3,1572
617.000000,6.1700 x 10^2,1878
-9186.000000,-9.1860 x 10^3,1877
0.068600,6.8600 x 10^-2,1964
936.000000,9.3600 x 10^2,1659
2915.000000,2.9150 x 10^3,1966
2240500.000000,2.2405 x 10^6,1967
0.000000,0.0000 x 10^0,1996
0.070200,7.0200 x 10^-2,1965
4765.000000,4.7650 x 10^3,1998
599.000000,5.9900 x 10^2,1968
-4998.000000,-4.9980 x 10^3,1999
479.000000,4.7900 x 10^2,2000
207.000000,2.0700 x 10^2,1680
8467536.000000,8.4675 x 10^6,1314
1678.000000,1.6780 x 10^3,1698
2475.000000,2.4750 x 10^3,1652
-3057.000000,-3.0570 x 10^3,1969
-7712.000000,-7.7120 x 10^3,1675
0.000000,0.0000 x 10^0,1667
544844.000000,5.4484 x 10^5,1879
464920.000000,4.6492 x 10^5,1982
-8926.000000,-8.9260 x 10^3,1666
-2002.000000,-2.0020 x 10^3,1980
-1172.000000,-1.1720 x 10^3,1151
873.000000,8.7300 x 10^2,1983
-5092.000000,-5.0920 x 10^3,1641
-3374.000000,-3.3740 x 10^3,1981
0.000000,0.0000 x 10^0,2002
-6175.000000,-6.1750 x 10^3,2001
0.008300,8.3000 x 10^-3,1984
9684.000000,9.6840 x 10^3,2003
472.000000,4.7200 x 10^2,1775
2850232.000000,2.8502 x 10^6,1238
-3167.000000,-3.1670 x 10^3,1649
0.000000,0.0000 x 10^0,1650
0.076900,7.6900 x 10^-2,1970
4127.000000,4.1270 x 10^3,2004
550.000000,5.5000 x 10^2,1595
0.028900,2.8900 x 10^-2,1683
5637.000000,5.6370 x 10^3,2005
559.000000,5.5900 x 10^2,1883
0.000000,0.0000 x 10^0,1678
2062.000000,2.0620 x 10^3,1884
0.069400,6.9400 x 10^-2,1885
248.000000,2.4800 x 10^2,1886
768.000000,7.6800 x 10^2,2006
0.222300,2.2230 x 10^-1,2009
2736044.000000,2.7360 x 10^6,2010
-9359.000000,-9.3590 x 10^3,1888
4645808.000000,4.6458 x 10^6,2012
0.320600,3.2060 x 10^-1,1887
8485.000000,8.4850 x 10^3,1676
-5801.000000,-5.8010 x 10^3,1773
470.000000,4.7000 x 10^2,1890
0.000000,0.0000 x 10^0,1891
135.000000,1.3500 x 10^2,1647
3163275.000000,3.1633 x 10^6,2015
-4576.000000,-4.5760 x 10^3,2011
-8302.000000,-8.3020 x 10^3,1411
5641.000000,5.6410 x 10^3,2013
6060.000000,6.0600 x 10^3,1894
-8377.000000,-8.3770 x 10^3,1893
583.000000,5.8300 x 10^2,1708
466.000000,4.6600 x 10^2,1892
5656.000000,5.6560 x 10^3,2014
1734222.000000,1.7342 x 10^6,1897
0.000000,0.0000 x 10^0,1658
7402.000000,7.4020 x 10^3,1895
0.066200,6.6200 x 10^-2,1899
-734.000000,-7.3400 x 10^2,2016
832.000000,8.3200 x 10^2,1211
26.000000,2.6000 x 10^1,1218
346.000000,3.4600 x 10^2,465
8246.000000,8.2460 x 10^3,1220
0.263500,2.6350 x 10^-1,1905
2.000000,2.0000 x 10^0,435
1736.000000,1.7360 x 10^3,1902
2188485.000000,2.1885 x 10^6,1187
0.000000,0.0000 x 10^0,1200
559.000000,5.5900 x 10^2,943
-4615.000000,-4.6150 x 10^3,727
3375680.000000,3.3757 x 10^6,919
1613.000000,1.6130 x 10^3,1159
3.000000,3.0000 x 10^0,1048
3384468.000000,3.3845 x 10^6,3175
983250.000000,9.8325 x 10^5,2020
0.136300,1.3630 x 10^-1,1912
-9713.000000,-9.7130 x 10^3,1714
832.000000,8.3200 x 10^2,2024
787.000000,7.8700 x 10^2,1369
-8891.000000,-8.8910 x 10^3,1826
0.050600,5.0600 x 10^-2,2028
-3298.000000,-3.2980 x 10^3,2019
0.000000,0.0000 x 10^0,2061
-3076.000000,-3.0760 x 10^3,1781
0.087900,8.7900 x 10^-2,1914
3037840.000000,3.0378 x 10^6,2027
2214711.000000,2.2147 x 10^6,1915
5655792.000000,5.6558 x 10^6,1821
-7506.000000,-7.5060 x 10^3,2032
0.042000,4.2000 x 10^-2,1917
-4534.000000,-4.5340 x 10^3,1918
0.000000,0.0000 x 10^0,1923
471.000000,4.7100 x 10^2,2030
5449.000000,5.4490 x 10^3,2093
298.000000,2.9800 x 10^2,1777
0.000000,0.0000 x 10^0,1922
0.281900,2.8190 x 10^-1,1823
0.112800,1.1280 x 10^-1,1719
162.000000,1.6200 x 10^2,1417
9863.000000,9.8630 x 10^3,1358
1526850.000000,1.5269 x 10^6,1924
0.123800,1.2380 x 10^-1,2033
95.000000,9.5000 x 10^1,1920
0.017400,1.7400 x 10^-2,1926
0.102300,1.0230 x 10^-1,2095
-2915.000000,-2.9150 x 10^3,1921
0.018100,1.8100 x 10^-2,1160
-4165.000000,-4.1650 x 10^3,2097
0.000000,0.0000 x 10^0,1925
0.599300,5.9930 x 10^-1,2034
-5279.000000,-5.2790 x 10^3,2094
8065.000000,8.0650 x 10^3,2083
907.000000,9.0700 x 10^2,2035
-405.000000,-4.0500 x 10^2,2084
331.000000,3.3100 x 10^2,2036
807.000000,8.0700 x 10^2,2099
6495473.000000,6.4955 x 10^6,2096
-4254.000000,-4.2540 x 10^3,2039
-2384.000000,-2.3840 x 10^3,2037
0.000000,0.0000 x 10^0,2098
231.000000,2.3100 x 10^2,1129
0.000000,0.0000 x 10^0,1606
183.000000,1.8300 x 10^2,1255
0.084200,8.4200 x 10^-2,2062
9474.000000,9.4740 x 10^3,1934
1313760.000000,1.3138 x 10^6,2040
973830.000000,9.7383 x 10^5,1785
0.248900,2.4890 x 10^-1,2063
738.000000,7.3800 x 10^2,1933
4560.000000,4.5600 x 10^3,2085
7627.000000,7.6270 x 10^3,2086
0.155200,1.5520 x 10^-1,1936
0.129000,1.2900 x 10^-1,1935
0.000000,0.0000 x 10^0,1812
111.000000,1.1100 x 10^2,1746
5658.000000,5.6580 x 10^3,2066
102.000000,1.0200 x 10^2,2065
94.000000,9.4000 x 10^1,2089
0.000000,0.0000 x 10^0,2043
531.000000,5.3100 x 10^2,2090
-1834.000000,-1.8340 x 10^3,2091
0.000000,0.0000 x 10^0,2100
1.000000,1.0000 x 10^0,2103
0.000000,0.0000 x 10^0,2109
0.142100,1.4210 x 10^-1,2048
0.137800,1.3780 x 10^-1,2112
2885976.000000,2.8860 x 10^6,2106
-821.000000,-8.2100 x 10^2,2114
3735.000000,3.7350 x 10^3,3073
3722852.000000,3.7229 x 10^6,3141
-1033.000000,-1.0330 x 10^3,2104
9024.000000,9.0240 x 10^3,1217
-5665.000000,-5.6650 x 10^3,2115
668448.000000,6.6845 x 10^5,2049
6778.000000,6.7780 x 10^3,2111
0.105400,1.0540 x 10^-1,1690
8357.000000,8.3570 x 10^3,1653
0.000000,0.0000 x 10^0,2068
0.000000,0.0000 x 10^0,2116
-7842.000000,-7.8420 x 10^3,3140
0.000000,0.0000 x 10^0,1839
151.000000,1.5100 x 10^2,1766
0.013200,1.3200 x 10^-2,2135
5225532.000000,5.2255 x 10^6,1655
-391.000000,-3.9100 x 10^2,1405
5104620.000000,5.1046 x 10^6,2117
9025318.000000,9.0253 x 10^6,1656
0.041500,4.1500 x 10^-2,2119
1124268.000000,1.1243 x 10^6,2118
192.000000,1.9200 x 10^2,2051
2511.000000,2.5110 x 10^3,2120
8695.000000,8.6950 x 10^3,2121
7588.000000,7.5880 x 10^3,2050
5460315.000000,5.4603 x 10^6,3074
0.057000,5.7000 x 10^-2,1749
0.000000,0.0000 x 10^0,2122
775.000000,7.7500 x 10^2,1791
-3483.000000,-3.4830 x 10^3,1815
4563.000000,4.5630 x 10^3,2136
0.000000,0.0000 x 10^0,1770
372.000000,3.7200 x 10^2,1249
27.000000,2.7000 x 10^1,2052
0.016100,1.6100 x 10^-2,2053
89.000000,8.9000 x 10^1,2138
7073280.000000,7.0733 x 10^6,2124
1919346.000000,1.9193 x 10^6,2123
2475208.000000,2.4752 x 10^6,2054
-5322.000000,-5.3220 x 10^3,2140
1108637.000000,1.1086 x 10^6,2125
8185520.000000,8.1855 x 10^6,1210
2.720900,2.7209 x 10^0,1212
-26.000000,-2.6000 x 10^1,1796
4374.000000,4.3740 x 10^3,1259
0.000000,0.0000 x 10^0,2056
2528120.000000,2.5281 x 10^6,1213
0.266800,2.6680 x 10^-1,1758
-3247.000000,-3.2470 x 10^3,2059
0.000000,0.0000 x 10^0,2058
97.000000,9.7000 x 10^1,1263
94.000000,9.4000 x 10^1,2129
307.000000,3.0700 x 10^2,2127
0.139700,1.3970 x 10^-1,1132
-4483.000000,-4.4830 x 10^3,2144
3655.000000,3.6550 x 10^3,2143
0.458400,4.5840 x 10^-1,2149
0.000000,0.0000 x 10^0,2147
0.074500,7.4500 x 10^-2,1138
0.547900,5.4790 x 10^-1,1712
757.000000,7.5700 x 10^2,2132
16.000000,1.6000 x 10^1,2152
4709.000000,4.7090 x 10^3,2157
0.000000,0.0000 x 10^0,2072
826360.000000,8.2636 x 10^5,1237
-6829.000000,-6.8290 x 10^3,2156
0.000000,0.0000 x 10^0,2151
10872.000000,1.0872 x 10^4,2154
0.000000,0.0000 x 10^0,1182
995.000000,9.9500 x 10^2,2155
0.000000,0.0000 x 10^0,1290
1.000000,1.0000 x 10^0,2073
-9246.000000,-9.2460 x 10^3,2160
2.053500,2.0535 x 10^0,2075
0.000000,0.0000 x 10^0,2163
793.000000,7.9300 x 10^2,2161
808.000000,8.0800 x 10^2,2162
712.000000,7.1200 x 10^2,1394
-5793.000000,-5.7930 x 10^3,1748
3216680.000000,3.2167 x 10^6,1146
6622.000000,6.6220 x 10^3,2166
750.000000,7.5000 x 10^2,914
1493590.000000,1.4936 x 10^6,2164
297.000000,2.9700 x 10^2,2515
4684.000000,4.6840 x 10^3,2165
-7041.000000,-7.0410 x 10^3,2134
3351968.000000,3.3520 x 10^6,2167
6440.000000,6.4400 x 10^3,2318
-6851.000000,-6.8510 x 10^3,2169
2173102.000000,2.1731 x 10^6,2322
0.000000,0.0000 x 10^0,2326
10156.000000,1.0156 x 10^4,975
-1954.000000,-1.9540 x 10^3,164
0.064100,6.4100 x 10^-2,1040
-896.000000,-8.9600 x 10^2,1701
0.085000,8.5000 x 10^-2,555
522.000000,5.2200 x 10^2,2327
760.000000,7.6000 x 10^2,2319
768.000000,7.6800 x 10^2,1737
0.000000,0.0000 x 10^0,2325
0.000000,0.0000 x 10^0,2328
7844.000000,7.8440 x 10^3,2172
0.060700,6.0700 x 10^-2,2077
449.000000,4.4900 x 10^2,2197
523.000000,5.2300 x 10^2,2323
0.000000,0.0000 x 10^0,2329
0.000000,0.0000 x 10^0,2321
-9428.000000,-9.4280 x 10^3,1862
0.000000,0.0000 x 10^0,2180
46.000000,4.6000 x 10^1,2330
486278.000000,4.8628 x 10^5,2331
381.000000,3.8100 x 10^2,2182
450.000000,4.5000 x 10^2,2183
325.000000,3.2500 x 10^2,1370
0.094000,9.4000 x 10^-2,2185
0.064400,6.4400 x 10^-2,3310
0.305700,3.0570 x 10^-1,2332
1979.000000,1.9790 x 10^3,1990
1845480.000000,1.8455 x 10^6,2198
9878.000000,9.8780 x 10^3,1743
135462.000000,1.3546 x 10^5,2199
-5519.000000,-5.5190 x 10^3,1825
854.000000,8.5400 x 10^2,2334
-2226.000000,-2.2260 x 10^3,2184
1599780.000000,1.5998 x 10^6,2186
4372.000000,4.3720 x 10^3,2335
-6903.000000,-6.9030 x 10^3,2187
-107.000000,-1.0700 x 10^2,2336
0.153900,1.5390 x 10^-1,2317
499.000000,4.9900 x 10^2,2333
4533009.000000,4.5330 x 10^6,2339
1819650.000000,1.8197 x 10^6,1776
830270.000000,8.3027 x 10^5,1404
2308212.000000,2.3082 x 10^6,2337
8623.000000,8.6230 x 10^3,2189
2234.000000,2.2340 x 10^3,2188
794976.000000,7.9498 x 10^5,1784
-5217.000000,-5.2170 x 10^3,2192
1971564.000000,1.9716 x 10^6,2190
5731.000000,5.7310 x 10^3,2191
111.000000,1.1100 x 10^2,2341
655284.000000,6.5528 x 10^5,2193
-8379.000000,-8.3790 x 10^3,2201
703.000000,7.0300 x 10^2,2340
8405.000000,8.4050 x 10^3,1882
1661.000000,1.6610 x 10^3,1876
0.047800,4.7800 x 10^-2,2202
-9160.000000,-9.1600 x 10^3,2338
-2339.000000,-2.3390 x 10^3,1412
938.000000,9.3800 x 10^2,2203
-8401.000000,-8.4010 x 10^3,1880
274.000000,2.7400 x 10^2,2200
-5942.000000,-5.9420 x 10^3,1978
5266.000000,5.2660 x 10^3,2342
0.504700,5.0470 x 10^-1,1961
-8297.000000,-8.2970 x 10^3,2343
520.000000,5.2000 x 10^2,2194
547468.000000,5.4747 x 10^5,2344
