Resultseientific,Resultseientific,TX_ID
0.000000,0.0000 x 10^0,3118
0.069000,6.9000 x 10^-2,3053
0.361000,3.6100 x 10^-1,777
117832.000000,1.1783 x 10^5,784
79112.000000,7.9112 x 10^4,604
166.000000,1.6600 x 10^2,659
884.000000,8.8400 x 10^2,776
1.000000,1.0000 x 10^0,785
0.000000,0.0000 x 10^0,734
406.000000,4.0600 x 10^2,643
0.000000,0.0000 x 10^0,3106
0.000000,0.0000 x 10^0,828
-6426.000000,-6.4260 x 10^3,587
1.000000,1.0000 x 10^0,737
0.649800,6.4980 x 10^-1,792
4936.000000,4.9360 x 10^3,458
-4156.000000,-4.1560 x 10^3,582
1060.000000,1.0600 x 10^3,741
-3470.000000,-3.4700 x 10^3,765
1498427.000000,1.4984 x 10^6,530
0.000000,0.0000 x 10^0,806
0.754700,7.5470 x 10^-1,642
2117371.000000,2.1174 x 10^6,3160
0.000000,0.0000 x 10^0,725
-7815.000000,-7.8150 x 10^3,786
21.000000,2.1000 x 10^1,787
0.054600,5.4600 x 10^-2,538
0.819700,8.1970 x 10^-1,3126
-6695.000000,-6.6950 x 10^3,841
0.036200,3.6200 x 10^-2,652
-4381.000000,-4.3810 x 10^3,789
2530.000000,2.5300 x 10^3,808
343.000000,3.4300 x 10^2,835
210.000000,2.1000 x 10^2,766
0.000000,0.0000 x 10^0,793
511803.000000,5.1180 x 10^5,711
0.101000,1.0100 x 10^-1,1351
8753.000000,8.7530 x 10^3,815
159106.000000,1.5911 x 10^5,3001
0.000000,0.0000 x 10^0,494
0.000000,0.0000 x 10^0,790
0.161300,1.6130 x 10^-1,573
7606456.000000,7.6065 x 10^6,767
-7509.000000,-7.5090 x 10^3,574
-9254.000000,-9.2540 x 10^3,488
-6643.000000,-6.6430 x 10^3,473
63558.000000,6.3558 x 10^4,497
0.050000,5.0000 x 10^-2,569
371.000000,3.7100 x 10^2,315
0.080800,8.0800 x 10^-2,837
907842.000000,9.0784 x 10^5,540
2646.000000,2.6460 x 10^3,810
113.000000,1.1300 x 10^2,503
909896.000000,9.0990 x 10^5,531
-1406.000000,-1.4060 x 10^3,842
0.000000,0.0000 x 10^0,744
0.063200,6.3200 x 10^-2,843
0.000000,0.0000 x 10^0,3085
5523.000000,5.5230 x 10^3,637
0.000000,0.0000 x 10^0,738
-8528.000000,-8.5280 x 10^3,601
5030480.000000,5.0305 x 10^6,610
53.000000,5.3000 x 10^1,740
167.000000,1.6700 x 10^2,735
-8372.000000,-8.3720 x 10^3,736
9820.000000,9.8200 x 10^3,796
8265.000000,8.2650 x 10^3,750
59.000000,5.9000 x 10^1,791
5039.000000,5.0390 x 10^3,688
508.000000,5.0800 x 10^2,620
5965.000000,5.9650 x 10^3,614
281.000000,2.8100 x 10^2,676
0.000000,0.0000 x 10^0,683
5218200.000000,5.2182 x 10^6,752
0.127200,1.2720 x 10^-1,856
0.298200,2.9820 x 10^-1,795
0.000000,0.0000 x 10^0,868
425.000000,4.2500 x 10^2,811
0.000000,0.0000 x 10^0,748
0.000000,0.0000 x 10^0,598
-6816.000000,-6.8160 x 10^3,1472
2750.000000,2.7500 x 10^3,754
475.000000,4.7500 x 10^2,662
0.000000,0.0000 x 10^0,845
-1801.000000,-1.8010 x 10^3,858
1718416.000000,1.7184 x 10^6,819
0.000000,0.0000 x 10^0,1051
-5500.000000,-5.5000 x 10^3,1039
4651284.000000,4.6513 x 10^6,753
2733534.000000,2.7335 x 10^6,1049
8273835.000000,8.2738 x 10^6,867
-4727.000000,-4.7270 x 10^3,847
0.000000,0.0000 x 10^0,879
1.825200,1.8252 x 10^0,1002
651.000000,6.5100 x 10^2,1015
0.000000,0.0000 x 10^0,1011
0.000000,0.0000 x 10^0,1042
102.000000,1.0200 x 10^2,964
0.098600,9.8600 x 10^-2,965
-2485.000000,-2.4850 x 10^3,880
0.000000,0.0000 x 10^0,1043
0.030900,3.0900 x 10^-2,1012
2955.000000,2.9550 x 10^3,353
0.893100,8.9310 x 10^-1,401
779.000000,7.7900 x 10^2,251
123.000000,1.2300 x 10^2,299
6789.000000,6.7890 x 10^3,165
-8954.000000,-8.9540 x 10^3,537
0.280500,2.8050 x 10^-1,511
0.000000,0.0000 x 10^0,457
461.000000,4.6100 x 10^2,459
475964.000000,4.7596 x 10^5,454
0.049400,4.9400 x 10^-2,1003
0.074100,7.4100 x 10^-2,1017
0.128400,1.2840 x 10^-1,1000
4625010.000000,4.6250 x 10^6,1013
9068.000000,9.0680 x 10^3,881
57.000000,5.7000 x 10^1,710
660.000000,6.6000 x 10^2,703
0.000000,0.0000 x 10^0,584
0.045400,4.5400 x 10^-2,593
4432.000000,4.4320 x 10^3,1026
573008.000000,5.7301 x 10^5,1023
447.000000,4.4700 x 10^2,966
-7735.000000,-7.7350 x 10^3,667
-6362.000000,-6.3620 x 10^3,1004
242.000000,2.4200 x 10^2,585
325128.000000,3.2513 x 10^5,665
7361.000000,7.3610 x 10^3,802
0.266700,2.6670 x 10^-1,664
0.000000,0.0000 x 10^0,718
129.000000,1.2900 x 10^2,804
8638.000000,8.6380 x 10^3,882
9071.000000,9.0710 x 10^3,1077
-1533.000000,-1.5330 x 10^3,696
0.000000,0.0000 x 10^0,857
1129620.000000,1.1296 x 10^6,527
0.193800,1.9380 x 10^-1,432
3806960.000000,3.8070 x 10^6,548
2438707.000000,2.4387 x 10^6,556
1.000000,1.0000 x 10^0,549
3106690.000000,3.1067 x 10^6,551
672204.000000,6.7220 x 10^5,543
0.000000,0.0000 x 10^0,724
0.031400,3.1400 x 10^-2,831
0.137500,1.3750 x 10^-1,824
-8454.000000,-8.4540 x 10^3,780
0.000000,0.0000 x 10^0,609
0.217500,2.1750 x 10^-1,673
0.248800,2.4880 x 10^-1,833
51.000000,5.1000 x 10^1,700
-4105.000000,-4.1050 x 10^3,721
1702.000000,1.7020 x 10^3,761
872.000000,8.7200 x 10^2,1028
53.000000,5.3000 x 10^1,1008
-8990.000000,-8.9900 x 10^3,872
0.000000,0.0000 x 10^0,1006
-428.000000,-4.2800 x 10^2,1034
0.070900,7.0900 x 10^-2,1029
692.000000,6.9200 x 10^2,1062
0.000000,0.0000 x 10^0,694
0.117600,1.1760 x 10^-1,887
2461.000000,2.4610 x 10^3,888
0.000000,0.0000 x 10^0,1101
3838544.000000,3.8385 x 10^6,987
1.000000,1.0000 x 10^0,1033
5122.000000,5.1220 x 10^3,1079
2352532.000000,2.3525 x 10^6,886
920.000000,9.2000 x 10^2,973
0.198100,1.9810 x 10^-1,989
0.106200,1.0620 x 10^-1,974
698.000000,6.9800 x 10^2,629
0.000000,0.0000 x 10^0,1063
-8747.000000,-8.7470 x 10^3,891
0.000000,0.0000 x 10^0,1037
-4315.000000,-4.3150 x 10^3,1032
-269.000000,-2.6900 x 10^2,594
-1579.000000,-1.5790 x 10^3,830
3802844.000000,3.8028 x 10^6,925
1.224400,1.2244 x 10^0,1081
-1958.000000,-1.9580 x 10^3,1084
503.000000,5.0300 x 10^2,681
0.089400,8.9400 x 10^-2,778
10.000000,1.0000 x 10^1,992
7925.000000,7.9250 x 10^3,979
0.000000,0.0000 x 10^0,993
0.090600,9.0600 x 10^-2,928
580000.000000,5.8000 x 10^5,855
339.000000,3.3900 x 10^2,1066
2086612.000000,2.0866 x 10^6,1086
-3944.000000,-3.9440 x 10^3,788
7866.000000,7.8660 x 10^3,980
0.079200,7.9200 x 10^-2,929
-3594.000000,-3.5940 x 10^3,356
0.059200,5.9200 x 10^-2,634
10037.000000,1.0037 x 10^4,895
0.232100,2.3210 x 10^-1,994
0.109700,1.0970 x 10^-1,1338
0.000000,0.0000 x 10^0,743
0.074800,7.4800 x 10^-2,809
1295800.000000,1.2958 x 10^6,539
0.000000,0.0000 x 10^0,400
199.000000,1.9900 x 10^2,333
231.000000,2.3100 x 10^2,1356
3.579500,3.5795 x 10^0,995
0.000000,0.0000 x 10^0,1087
560.000000,5.6000 x 10^2,896
1.000000,1.0000 x 10^0,1067
405.000000,4.0500 x 10^2,612
217.000000,2.1700 x 10^2,1088
2469420.000000,2.4694 x 10^6,961
711.000000,7.1100 x 10^2,1289
613932.000000,6.1393 x 10^5,1068
6831000.000000,6.8310 x 10^6,1090
3523500.000000,3.5235 x 10^6,930
0.038000,3.8000 x 10^-2,897
4020.000000,4.0200 x 10^3,630
661.000000,6.6100 x 10^2,981
2576070.000000,2.5761 x 10^6,996
0.043000,4.3000 x 10^-2,983
855.000000,8.5500 x 10^2,933
0.000000,0.0000 x 10^0,932
0.000000,0.0000 x 10^0,638
-5569.000000,-5.5690 x 10^3,739
4313.000000,4.3130 x 10^3,931
-7472.000000,-7.4720 x 10^3,800
-6435.000000,-6.4350 x 10^3,596
0.000000,0.0000 x 10^0,1095
6477.000000,6.4770 x 10^3,1091
197.000000,1.9700 x 10^2,982
773.000000,7.7300 x 10^2,644
217.000000,2.1700 x 10^2,1069
7212.000000,7.2120 x 10^3,1288
4005.000000,4.0050 x 10^3,1102
1308622.000000,1.3086 x 10^6,1103
30.000000,3.0000 x 10^1,984
0.000000,0.0000 x 10^0,1098
165.000000,1.6500 x 10^2,1072
0.000000,0.0000 x 10^0,899
837504.000000,8.3750 x 10^5,902
0.000000,0.0000 x 10^0,934
3672691.000000,3.6727 x 10^6,1152
1491.000000,1.4910 x 10^3,1094
532.000000,5.3200 x 10^2,1073
6358176.000000,6.3582 x 10^6,936
3083.000000,3.0830 x 10^3,913
0.000000,0.0000 x 10^0,935
317.000000,3.1700 x 10^2,1183
833.000000,8.3300 x 10^2,1093
-1313.000000,-1.3130 x 10^3,901
283.000000,2.8300 x 10^2,1074
1741635.000000,1.7416 x 10^6,915
0.111300,1.1130 x 10^-1,938
4652.000000,4.6520 x 10^3,1106
9027302.000000,9.0273 x 10^6,1185
0.116600,1.1660 x 10^-1,1156
0.033100,3.3100 x 10^-2,978
1.000000,1.0000 x 10^0,3142
592.000000,5.9200 x 10^2,3114
4923.000000,4.9230 x 10^3,3116
6158.000000,6.1580 x 10^3,357
9074916.000000,9.0749 x 10^6,1157
51360.000000,5.1360 x 10^4,942
6734.000000,6.7340 x 10^3,2705
4349.000000,4.3490 x 10^3,861
764.000000,7.6400 x 10^2,877
0.006100,6.1000 x 10^-3,1001
0.000000,0.0000 x 10^0,1022
2206848.000000,2.2068 x 10^6,603
460.000000,4.6000 x 10^2,745
45.000000,4.5000 x 10^1,853
8867.000000,8.8670 x 10^3,2802
1.000000,1.0000 x 10^0,2666
-3664.000000,-3.6640 x 10^3,3177
-3743.000000,-3.7430 x 10^3,1688
182435.000000,1.8244 x 10^5,405
0.000000,0.0000 x 10^0,1682
1471.000000,1.4710 x 10^3,1014
0.000000,0.0000 x 10^0,854
2216620.000000,2.2166 x 10^6,2686
2908075.000000,2.9081 x 10^6,963
-947.000000,-9.4700 x 10^2,1803
0.076600,7.6600 x 10^-2,1158
5765.000000,5.7650 x 10^3,2661
558333.000000,5.5833 x 10^5,1109
4682.000000,4.6820 x 10^3,2833
0.000000,0.0000 x 10^0,558
0.000000,0.0000 x 10^0,2931
888305.000000,8.8831 x 10^5,565
3294.000000,3.2940 x 10^3,546
0.000000,0.0000 x 10^0,2665
0.000000,0.0000 x 10^0,869
593.000000,5.9300 x 10^2,1024
0.209900,2.0990 x 10^-1,908
5708802.000000,5.7088 x 10^6,2789
0.390200,3.9020 x 10^-1,2506
3566.000000,3.5660 x 10^3,557
388.000000,3.8800 x 10^2,2642
8536.000000,8.5360 x 10^3,2924
840050.000000,8.4005 x 10^5,844
831.000000,8.3100 x 10^2,1802
1400070.000000,1.4001 x 10^6,1718
523.000000,5.2300 x 10^2,1020
10203.000000,1.0203 x 10^4,1202
0.000000,0.0000 x 10^0,818
547.000000,5.4700 x 10^2,814
1736826.000000,1.7368 x 10^6,838
0.074700,7.4700 x 10^-2,1173
2532.000000,2.5320 x 10^3,817
-8359.000000,-8.3590 x 10^3,952
0.169900,1.6990 x 10^-1,1044
0.000000,0.0000 x 10^0,1115
1009052.000000,1.0091 x 10^6,1174
-7734.000000,-7.7340 x 10^3,1175
5031598.000000,5.0316 x 10^6,552
7138.000000,7.1380 x 10^3,1061
3630960.000000,3.6310 x 10^6,990
6356.000000,6.3560 x 10^3,927
0.000000,0.0000 x 10^0,988
0.109500,1.0950 x 10^-1,1065
0.000000,0.0000 x 10^0,926
2768168.000000,2.7682 x 10^6,999
0.000000,0.0000 x 10^0,962
0.000000,0.0000 x 10^0,960
0.000000,0.0000 x 10^0,1080
0.000000,0.0000 x 10^0,1036
4987.000000,4.9870 x 10^3,1085
443.000000,4.4300 x 10^2,923
2562.000000,2.5620 x 10^3,890
105.000000,1.0500 x 10^2,924
0.127700,1.2770 x 10^-1,991
0.068900,6.8900 x 10^-2,893
-4965.000000,-4.9650 x 10^3,922
207.000000,2.0700 x 10^2,1082
0.068800,6.8800 x 10^-2,1215
0.140500,1.4050 x 10^-1,1117
-1018.000000,-1.0180 x 10^3,1192
971.000000,9.7100 x 10^2,588
9730.000000,9.7300 x 10^3,1056
0.130400,1.3040 x 10^-1,1057
0.044500,4.4500 x 10^-2,1030
0.000000,0.0000 x 10^0,1177
0.216300,2.1630 x 10^-1,1184
0.000000,0.0000 x 10^0,1083
-2455.000000,-2.4550 x 10^3,969
1129800.000000,1.1298 x 10^6,1195
0.000000,0.0000 x 10^0,1207
496.000000,4.9600 x 10^2,1196
784.000000,7.8400 x 10^2,1166
-9300.000000,-9.3000 x 10^3,613
-7574.000000,-7.5740 x 10^3,1027
-2907.000000,-2.9070 x 10^3,906
649.000000,6.4900 x 10^2,916
-7363.000000,-7.3630 x 10^3,611
0.034700,3.4700 x 10^-2,865
0.000000,0.0000 x 10^0,1054
-8849.000000,-8.8490 x 10^3,621
944.000000,9.4400 x 10^2,883
250.000000,2.5000 x 10^2,1018
5306.000000,5.3060 x 10^3,1193
0.000000,0.0000 x 10^0,1118
-1995.000000,-1.9950 x 10^3,1178
5673.000000,5.6730 x 10^3,968
-758.000000,-7.5800 x 10^2,1216
5830.000000,5.8300 x 10^3,1167
0.032600,3.2600 x 10^-2,967
0.737000,7.3700 x 10^-1,1107
9523.000000,9.5230 x 10^3,862
10129.000000,1.0129 x 10^4,1197
0.000000,0.0000 x 10^0,1208
174.000000,1.7400 x 10^2,1041
-3235.000000,-3.2350 x 10^3,860
6561432.000000,6.5614 x 10^6,1170
-9564.000000,-9.5640 x 10^3,1219
-9609.000000,-9.6090 x 10^3,1266
-8050.000000,-8.0500 x 10^3,1264
238.000000,2.3800 x 10^2,1172
-7649.000000,-7.6490 x 10^3,1273
-6387.000000,-6.3870 x 10^3,1198
3082456.000000,3.0825 x 10^6,1120
-7838.000000,-7.8380 x 10^3,1121
-7556.000000,-7.5560 x 10^3,1265
1531305.000000,1.5313 x 10^6,1225
-8082.000000,-8.0820 x 10^3,1180
9113.000000,9.1130 x 10^3,1181
-2319.000000,-2.3190 x 10^3,1236
761.000000,7.6100 x 10^2,1125
4425258.000000,4.4253 x 10^6,884
0.000000,0.0000 x 10^0,1226
0.000000,0.0000 x 10^0,1240
8827.000000,8.8270 x 10^3,1140
3073948.000000,3.0739 x 10^6,1252
849.000000,8.4900 x 10^2,1228
0.020700,2.0700 x 10^-2,1126
2665.000000,2.6650 x 10^3,1253
-7217.000000,-7.2170 x 10^3,1141
3301.000000,3.3010 x 10^3,903
0.092800,9.2800 x 10^-2,1681
-6710.000000,-6.7100 x 10^3,1097
-7369.000000,-7.3690 x 10^3,1199
-6572.000000,-6.5720 x 10^3,1153
636090.000000,6.3609 x 10^5,939
218.000000,2.1800 x 10^2,1019
0.415600,4.1560 x 10^-1,1155
8874815.000000,8.8748 x 10^6,1241
-7574.000000,-7.5740 x 10^3,1230
138.000000,1.3800 x 10^2,1242
2402.000000,2.4020 x 10^3,1275
0.760200,7.6020 x 10^-1,1268
6109.000000,6.1090 x 10^3,1229
-3476.000000,-3.4760 x 10^3,1005
864.000000,8.6400 x 10^2,1189
981024.000000,9.8102 x 10^5,1096
4283888.000000,4.2839 x 10^6,1143
-6591.000000,-6.5910 x 10^3,2459
4302.000000,4.3020 x 10^3,2456
-6395.000000,-6.3950 x 10^3,1128
0.156400,1.5640 x 10^-1,1235
-5815.000000,-5.8150 x 10^3,1244
5843300.000000,5.8433 x 10^6,1256
3176154.000000,3.1762 x 10^6,1643
0.000000,0.0000 x 10^0,1786
190608.000000,1.9061 x 10^5,2899
0.724000,7.2400 x 10^-1,1100
0.078500,7.8500 x 10^-2,2687
3188214.000000,3.1882 x 10^6,1144
0.022300,2.2300 x 10^-2,1325
795.000000,7.9500 x 10^2,1257
-5820.000000,-5.8200 x 10^3,2797
0.000000,0.0000 x 10^0,1278
2.000000,2.0000 x 10^0,1148
-4115.000000,-4.1150 x 10^3,1204
-5522.000000,-5.5220 x 10^3,2971
0.030200,3.0200 x 10^-2,1277
1243060.000000,1.2431 x 10^6,1145
-6754.000000,-6.7540 x 10^3,921
6257088.000000,6.2571 x 10^6,1246
4457.000000,4.4570 x 10^3,1260
0.525100,5.2510 x 10^-1,1136
9987.000000,9.9870 x 10^3,1326
-8690.000000,-8.6900 x 10^3,1247
0.033300,3.3300 x 10^-2,1147
2.000000,2.0000 x 10^0,1362
2.271800,2.2718 x 10^0,1261
6122.000000,6.1220 x 10^3,1248
0.610500,6.1050 x 10^-1,695
0.000000,0.0000 x 10^0,1133
0.000000,0.0000 x 10^0,1304
281.000000,2.8100 x 10^2,1281
0.083800,8.3800 x 10^-2,632
422.000000,4.2200 x 10^2,1035
4599.000000,4.5990 x 10^3,1329
0.051300,5.1300 x 10^-2,1305
0.000000,0.0000 x 10^0,1327
0.101800,1.0180 x 10^-1,2844
1373152.000000,1.3732 x 10^6,3158
0.000000,0.0000 x 10^0,2465
0.000000,0.0000 x 10^0,3088
643.000000,6.4300 x 10^2,3131
6475.000000,6.4750 x 10^3,1500
80080.000000,8.0080 x 10^4,1296
989.000000,9.8900 x 10^2,1307
78.000000,7.8000 x 10^1,3112
0.000000,0.0000 x 10^0,3067
337.000000,3.3700 x 10^2,3135
543.000000,5.4300 x 10^2,1285
2613238.000000,2.6132 x 10^6,953
521.000000,5.2100 x 10^2,2939
-5086.000000,-5.0860 x 10^3,1395
4330150.000000,4.3302 x 10^6,957
1822106.000000,1.8221 x 10^6,2613
8813.000000,8.8130 x 10^3,892
-6446.000000,-6.4460 x 10^3,971
0.000000,0.0000 x 10^0,2508
0.188700,1.8870 x 10^-1,911
557856.000000,5.5786 x 10^5,2463
250.000000,2.5000 x 10^2,946
-1096.000000,-1.0960 x 10^3,947
395.000000,3.9500 x 10^2,798
6141.000000,6.1410 x 10^3,1447
0.158000,1.5800 x 10^-1,1076
0.022100,2.2100 x 10^-2,1047
0.000000,0.0000 x 10^0,878
940.000000,9.4000 x 10^2,3092
0.000000,0.0000 x 10^0,3153
-7294.000000,-7.2940 x 10^3,948
0.072900,7.2900 x 10^-2,1038
468.000000,4.6800 x 10^2,1333
0.095800,9.5800 x 10^-2,3079
6404.000000,6.4040 x 10^3,958
2438155.000000,2.4382 x 10^6,3136
-3221.000000,-3.2210 x 10^3,3076
0.000000,0.0000 x 10^0,3062
0.000000,0.0000 x 10^0,3069
0.000000,0.0000 x 10^0,3130
0.107800,1.0780 x 10^-1,1376
-6959.000000,-6.9590 x 10^3,1339
-205.000000,-2.0500 x 10^2,3154
0.000000,0.0000 x 10^0,918
1833.000000,1.8330 x 10^3,1206
0.049400,4.9400 x 10^-2,1444
9779.000000,9.7790 x 10^3,639
337.000000,3.3700 x 10^2,813
884.000000,8.8400 x 10^2,812
-5855.000000,-5.8550 x 10^3,1342
4697.000000,4.6970 x 10^3,1460
67.000000,6.7000 x 10^1,1481
0.056800,5.6800 x 10^-2,876
866.000000,8.6600 x 10^2,1021
3173408.000000,3.1734 x 10^6,949
-951.000000,-9.5100 x 10^2,863
0.000000,0.0000 x 10^0,1010
512.000000,5.1200 x 10^2,764
0.061000,6.1000 x 10^-2,1398
0.005100,5.1000 x 10^-3,1354
0.061200,6.1200 x 10^-2,1201
577619.000000,5.7762 x 10^5,909
-8459.000000,-8.4590 x 10^3,1188
2829.000000,2.8290 x 10^3,920
6296.000000,6.2960 x 10^3,945
0.000000,0.0000 x 10^0,1111
2.709100,2.7091 x 10^0,910
-7682.000000,-7.6820 x 10^3,3514
0.000000,0.0000 x 10^0,1318
1.000000,1.0000 x 10^0,3459
922944.000000,9.2294 x 10^5,3497
9920.000000,9.9200 x 10^3,951
0.052500,5.2500 x 10^-2,1223
-2653.000000,-2.6530 x 10^3,3429
2144706.000000,2.1447 x 10^6,3503
1667932.000000,1.6679 x 10^6,1186
699.000000,6.9900 x 10^2,3456
-8648.000000,-8.6480 x 10^3,3186
3052560.000000,3.0526 x 10^6,1345
10507.000000,1.0507 x 10^4,1391
5603940.000000,5.6039 x 10^6,3100
0.077100,7.7100 x 10^-2,1377
0.100600,1.0060 x 10^-1,1478
0.139500,1.3950 x 10^-1,986
945.000000,9.4500 x 10^2,1452
5246.000000,5.2460 x 10^3,1458
0.029800,2.9800 x 10^-2,889
0.018700,1.8700 x 10^-2,1060
0.054500,5.4500 x 10^-2,1046
2741955.000000,2.7420 x 10^6,1346
0.343500,3.4350 x 10^-1,1378
5995.000000,5.9950 x 10^3,675
403.000000,4.0300 x 10^2,1419
1.000000,1.0000 x 10^0,1390
721.000000,7.2100 x 10^2,1462
0.000000,0.0000 x 10^0,1466
1409751.000000,1.4098 x 10^6,1375
3984.000000,3.9840 x 10^3,1484
-3108.000000,-3.1080 x 10^3,1311
3988.000000,3.9880 x 10^3,1482
-2852.000000,-2.8520 x 10^3,1483
2720.000000,2.7200 x 10^3,1343
0.000000,0.0000 x 10^0,1058
0.291900,2.9190 x 10^-1,852
1229.000000,1.2290 x 10^3,747
-9120.000000,-9.1200 x 10^3,1486
2.000000,2.0000 x 10^0,568
621.000000,6.2100 x 10^2,1031
4025630.000000,4.0256 x 10^6,669
5750.000000,5.7500 x 10^3,1383
0.000000,0.0000 x 10^0,631
511.000000,5.1100 x 10^2,1401
-5303.000000,-5.3030 x 10^3,1381
0.090700,9.0700 x 10^-2,1399
0.000000,0.0000 x 10^0,1344
-2492.000000,-2.4920 x 10^3,1445
-6429.000000,-6.4290 x 10^3,859
0.092500,9.2500 x 10^-2,829
9884.000000,9.8840 x 10^3,1009
0.003200,3.2000 x 10^-3,1078
0.000000,0.0000 x 10^0,1488
0.001600,1.6000 x 10^-3,1059
0.000000,0.0000 x 10^0,864
10443.000000,1.0443 x 10^4,615
146314.000000,1.4631 x 10^5,770
0.000000,0.0000 x 10^0,1025
779.000000,7.7900 x 10^2,768
610.000000,6.1000 x 10^2,1360
8796.000000,8.7960 x 10^3,443
956.000000,9.5600 x 10^2,1487
344.000000,3.4400 x 10^2,1335
246.000000,2.4600 x 10^2,1453
0.034700,3.4700 x 10^-2,713
-3030.000000,-3.0300 x 10^3,998
5241726.000000,5.2417 x 10^6,1479
6581.000000,6.5810 x 10^3,1379
0.127100,1.2710 x 10^-1,1382
282.000000,2.8200 x 10^2,970
0.090600,9.0600 x 10^-2,1446
1327216.000000,1.3272 x 10^6,1352
1499.000000,1.4990 x 10^3,1119
-981.000000,-9.8100 x 10^2,1424
33.000000,3.3000 x 10^1,1421
0.000000,0.0000 x 10^0,875
0.000000,0.0000 x 10^0,1422
16.000000,1.6000 x 10^1,453
8696198.000000,8.6962 x 10^6,1361
7084456.000000,7.0845 x 10^6,1350
1709917.000000,1.7099 x 10^6,1315
585390.000000,5.8539 x 10^5,1336
100.000000,1.0000 x 10^2,1496
1296254.000000,1.2963 x 10^6,1454
-4713.000000,-4.7130 x 10^3,1319
637428.000000,6.3743 x 10^5,873
0.004600,4.6000 x 10^-3,1299
975205.000000,9.7521 x 10^5,1190
0.000000,0.0000 x 10^0,959
5772.000000,5.7720 x 10^3,1476
748.000000,7.4800 x 10^2,1492
1075732.000000,1.0757 x 10^6,1467
0.000000,0.0000 x 10^0,1291
0.178600,1.7860 x 10^-1,1498
1454750.000000,1.4548 x 10^6,434
386.000000,3.8600 x 10^2,1495
418.000000,4.1800 x 10^2,1392
-7687.000000,-7.6870 x 10^3,1349
0.076000,7.6000 x 10^-2,1425
-6656.000000,-6.6560 x 10^3,1348
1.000000,1.0000 x 10^0,1448
569600.000000,5.6960 x 10^5,1403
0.000000,0.0000 x 10^0,794
4768.000000,4.7680 x 10^3,955
6088988.000000,6.0890 x 10^6,749
0.000000,0.0000 x 10^0,712
0.000000,0.0000 x 10^0,866
-8731.000000,-8.7310 x 10^3,1050
2003892.000000,2.0039 x 10^6,1337
0.028400,2.8400 x 10^-2,1373
0.063800,6.3800 x 10^-2,1393
0.014000,1.4000 x 10^-2,1490
187.000000,1.8700 x 10^2,1300
-4642.000000,-4.6420 x 10^3,1499
0.492500,4.9250 x 10^-1,1497
0.564800,5.6480 x 10^-1,1099
2618301.000000,2.6183 x 10^6,1468
2917.000000,2.9170 x 10^3,1493
852.000000,8.5200 x 10^2,668
77.000000,7.7000 x 10^1,1426
-6011.000000,-6.0110 x 10^3,1455
3176595.000000,3.1766 x 10^6,1176
8269.000000,8.2690 x 10^3,1321
971.000000,9.7100 x 10^2,1431
0.053500,5.3500 x 10^-2,714
-2259.000000,-2.2590 x 10^3,571
8382.000000,8.3820 x 10^3,1435
0.137200,1.3720 x 10^-1,1301
35.000000,3.5000 x 10^1,1423
987.000000,9.8700 x 10^2,1449
0.034400,3.4400 x 10^-2,1473
0.739900,7.3990 x 10^-1,1470
9052.000000,9.0520 x 10^3,1053
0.014900,1.4900 x 10^-2,1471
0.235100,2.3510 x 10^-1,1316
265560.000000,2.6556 x 10^5,1436
-3780.000000,-3.7800 x 10^3,1433
488.000000,4.8800 x 10^2,1045
0.131600,1.3160 x 10^-1,1396
729.000000,7.2900 x 10^2,1441
-3934.000000,-3.9340 x 10^3,1429
5812.000000,5.8120 x 10^3,1324
1.166700,1.1667 x 10^0,1440
0.328200,3.2820 x 10^-1,1427
5462064.000000,5.4621 x 10^6,1428
898.000000,8.9800 x 10^2,1469
0.083100,8.3100 x 10^-2,1432
7560.000000,7.5600 x 10^3,1439
4170.000000,4.1700 x 10^3,1442
0.005300,5.3000 x 10^-3,1438
-3197.000000,-3.1970 x 10^3,1323
0.112300,1.1230 x 10^-1,1317
540.000000,5.4000 x 10^2,1135
-6107.000000,-6.1070 x 10^3,1437
-5777.000000,-5.7770 x 10^3,1430
0.106300,1.0630 x 10^-1,1407
0.000000,0.0000 x 10^0,1501
0.063200,6.3200 x 10^-2,1443
581.000000,5.8100 x 10^2,1456
821.000000,8.2100 x 10^2,1508
1216080.000000,1.2161 x 10^6,1408
-8751.000000,-8.7510 x 10^3,1434
765.000000,7.6500 x 10^2,1505
1223530.000000,1.2235 x 10^6,1506
0.112600,1.1260 x 10^-1,1510
-527.000000,-5.2700 x 10^2,1480
318.000000,3.1800 x 10^2,1511
-3346.000000,-3.3460 x 10^3,1410
723.000000,7.2300 x 10^2,1409
5.000000,5.0000 x 10^0,1507
-8615.000000,-8.6150 x 10^3,1154
950.000000,9.5000 x 10^2,1509
304.000000,3.0400 x 10^2,1502
0.000000,0.0000 x 10^0,1519
0.000000,0.0000 x 10^0,1524
307.000000,3.0700 x 10^2,1504
5445.000000,5.4450 x 10^3,1513
0.095400,9.5400 x 10^-2,1514
134.000000,1.3400 x 10^2,1503
8378.000000,8.3780 x 10^3,1522
-2472.000000,-2.4720 x 10^3,1512
0.000000,0.0000 x 10^0,1113
521.000000,5.2100 x 10^2,1520
0.000000,0.0000 x 10^0,1526
-170.000000,-1.7000 x 10^2,1521
0.000000,0.0000 x 10^0,1515
841.000000,8.4100 x 10^2,950
0.062000,6.2000 x 10^-2,1214
0.197700,1.9770 x 10^-1,1533
